Variable,Title1,Title2,Title3,Type,Not Experience,Weight,Flag
REPWEIGHT78,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT79,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT80,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT81,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT82,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT83,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT84,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT85,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT86,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT87,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT88,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT89,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT90,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT91,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT92,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT93,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT94,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT95,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT96,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT97,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT98,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT99,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT100,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT101,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT102,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT103,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT104,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT105,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT106,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT107,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT108,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT109,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT110,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT111,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT112,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT113,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT114,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT115,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT116,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT117,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT118,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT119,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT120,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT121,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT122,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT123,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT124,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT125,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT126,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT127,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT128,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT129,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT130,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT131,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT132,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT133,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT134,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT135,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT136,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT137,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT138,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT139,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT140,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT141,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT142,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT143,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT144,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT145,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT146,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT147,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT148,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT149,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT150,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT151,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT152,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT153,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT154,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT155,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT156,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT157,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT158,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT159,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
REPWEIGHT160,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT1,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT2,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT3,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT4,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT5,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT6,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT7,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT8,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT9,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT10,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT11,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT12,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT13,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT14,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT15,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT16,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT17,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT18,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT19,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT20,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT21,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT22,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT23,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT24,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT25,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT26,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT27,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT28,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT29,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT30,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT31,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT32,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT33,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT34,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT35,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT36,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT37,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT38,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT39,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT40,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT41,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT42,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT43,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT44,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT45,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT46,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT47,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT48,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT49,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT50,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT51,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT52,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT53,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT54,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT55,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT56,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT57,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT58,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT59,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT60,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT61,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT62,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT63,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT64,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT65,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT66,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT67,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT68,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT69,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT70,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT71,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT72,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT73,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT74,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT75,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT76,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT77,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT78,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT79,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT80,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT81,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT82,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT83,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT84,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT85,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT86,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT87,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT88,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT89,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT90,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT91,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT92,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT93,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT94,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT95,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT96,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT97,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT98,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT99,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT100,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT101,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT102,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT103,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT104,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT105,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT106,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT107,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT108,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT109,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT110,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT111,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT112,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT113,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT114,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT115,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT116,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT117,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT118,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT119,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT120,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT121,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT122,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT123,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT124,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT125,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT126,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT127,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT128,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT129,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT130,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT131,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT132,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT133,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT134,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT135,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT136,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT137,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT138,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT139,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT140,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT141,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT142,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT143,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT144,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT145,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT146,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT147,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT148,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT149,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT150,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT151,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT152,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT153,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT154,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT155,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT156,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT157,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT158,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT159,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP1REPWGT160,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT1,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT2,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT3,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT4,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT5,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT6,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT7,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT8,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT9,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT10,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT11,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT12,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT13,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT14,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT15,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT16,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT17,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT18,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT19,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT20,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT21,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT22,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT23,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT24,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT25,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT26,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT27,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT28,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT29,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT30,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT31,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT32,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT33,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT34,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT35,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT36,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT37,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT38,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT39,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT40,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT41,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT42,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT43,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT44,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT45,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT46,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT47,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT48,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT49,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT50,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT51,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT52,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT53,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT54,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT55,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT56,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT57,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT58,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT59,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT60,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT61,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT62,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT63,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT64,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT65,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT66,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
SP2REPWGT67,#N/A,#N/A,#N/A,#N/A,#N/A,TRUE,FALSE
